study,source,dbase,Inst,hcp_variable,variable_label,variable_type,variable_options,nda_structure,nda_element,structure_label,element_label,element_description,element_values,inst_short,template,action_request,hcp_variable_upload,specialty_code,requested_python,version,form,hcpdchild,hcpdparent,hcpd18
HCPD,REDCap,,CBCL_1-5,cbclpre75,,,,cbcl1_501,cbcl_smear,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre76,,,,cbcl1_501,cbcl79,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre76_des,,,,cbcl1_501,cbcl13_1_text,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre77,,,,cbcl1_501,cbcl_stares,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre78,,,,cbcl1_501,cbcl56f,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre79,,,,cbcl1_501,cbcl_sad,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre80,,,,cbcl1_501,cbcl84,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre80_des,,,,cbcl1_501,cbcl13_6_text,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre81,,,,cbcl1_501,cbcl86,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre82,,,,cbcl1_501,cbcl87,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre83,,,,cbcl1_501,cbcl88,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre84,,,,cbcl1_501,cbcl_crie,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre85,,,,cbcl1_501,cbcl95,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre86,,,,cbcl1_501,cbcl_clean,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre87,,,,cbcl1_501,cbcl50,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre88,,,,cbcl1_501,cbcl_uncoop,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre89,,,,cbcl1_501,cbcl102,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre90,,,,cbcl1_501,cbcl103,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre91,,,,cbcl1_501,cbcl104,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre92,,,,cbcl1_501,cbcl_people,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre92_des,,,,cbcl1_501,cbcl92b_text,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre93,,,,cbcl1_501,cbcl56g,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre94,,,,cbcl1_501,cbcl_wake,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre95,,,,cbcl1_501,cbcl_wand,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre96,,,,cbcl1_501,cbcl19,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre97,,,,cbcl1_501,cbcl109,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre98,,,,cbcl1_501,cbcl_withdr,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre99,,,,cbcl1_501,cbcl112,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre100,,,,cbcl1_501,cbclpre100,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre100_1,,,,cbcl1_501,cbcl113a_des,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre100_1_rating,,,,cbcl1_501,cbcl113a,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre100_2,,,,cbcl1_501,cbcl113b_des,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre100_2_rating,,,,cbcl1_501,cbcl113b,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre100_3,,,,cbcl1_501,cbcl113c_des,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre100_3_rating,,,,cbcl1_501,cbcl113c,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre101,,,,cbcl1_501,cbp_4,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre101_des,,,,cbcl1_501,cbclpre101_des,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre102,,,,cbcl1_501,adis_concern_what,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,CBCL_1-5,cbclpre103,,,,cbcl1_501,trf_best,,,,,CBCL_1-5.cbcl1_501,CBCL_1-5.cbcl1_501_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,child_id,,,,sleepdis01,src_subject_id,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p1,,,,sleepdis01,sleepdisturb_p1,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p2,,,,sleepdis01,sleepdisturb_p2,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p3,,,,sleepdis01,sleepdisturb_p3,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p4,,,,sleepdis01,sleepdisturb_p4,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p5,,,,sleepdis01,sleepdisturb_p5,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p6,,,,sleepdis01,sleepdisturb_p6,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p7,,,,sleepdis01,sleepdisturb_p7,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p8,,,,sleepdis01,sleepdisturb_p8,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p9,,,,sleepdis01,sleepdisturb_p9,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p10,,,,sleepdis01,sleepdisturb_p10,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p11,,,,sleepdis01,sleepdisturb_p11,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p12,,,,sleepdis01,sleepdisturb_p12,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p13,,,,sleepdis01,sleepdisturb_p13,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p14,,,,sleepdis01,sleepdisturb_p14,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p15,,,,sleepdis01,sleepdisturb_p15,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p16,,,,sleepdis01,sleepdisturb_p16,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p17,,,,sleepdis01,sleepdisturb_p17,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p18,,,,sleepdis01,sleepdisturb_p18,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p19,,,,sleepdis01,sleepdisturb_p19,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p20,,,,sleepdis01,sleepdisturb_p20,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p21,,,,sleepdis01,sleepdisturb_p21,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p22,,,,sleepdis01,sleepdisturb_p22,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p23,,,,sleepdis01,sleepdisturb_p23,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p24,,,,sleepdis01,sleepdisturb_p24,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p25,,,,sleepdis01,sleepdisturb_p25,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,SleepScale,sleepdisturb_p26,,,,sleepdis01,sleepdisturb_p26,,,,,SleepScale.sleepdis01,SleepScale.sleepdis01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p1,,,,upps01,phenx_upps_p_1,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_1' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_1,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p2,,,,upps01,phenx_upps_p_2,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_2' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_2,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p3,,,,upps01,upps_p4,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p4' to avoid a naming conflict. ,upps_p4,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p4,,,,upps01,phenx_upps_p_4,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_4' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_4,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p5,,,,upps01,upps_p14,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p14' to avoid a naming conflict. ,upps_p14,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p6,,,,upps01,upps_p16,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p16' to avoid a naming conflict. ,upps_p16,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p7,,,,upps01,phenx_upps_p_7,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_7' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_7,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p8,,,,upps01,upps_p18,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'upps_p18' to avoid a naming conflict. Also, please reverse code this column.",upps_p18,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p9,,,,upps01,upps_p19,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p19' to avoid a naming conflict. ,upps_p19,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p10,,,,upps01,upps_p21,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p21' to avoid a naming conflict. ,upps_p21,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p11,,,,upps01,phenx_upps_p_11,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_11' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_11,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p12,,,,upps01,upps_p23,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'upps_p23' to avoid a naming conflict. Also, please reverse code this column.",upps_p23,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p13,,,,upps01,phenx_upps_p_13,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_13' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_13,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p14,,,,upps01,phenx_upps_p_14,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_14' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_14,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p15,,,,upps01,upps_p27,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p27' to avoid a naming conflict. ,upps_p27,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p16,,,,upps01,upps_p28,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p28' to avoid a naming conflict. ,upps_p28,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p17,,,,upps01,phenx_upps_p_17,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_17' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_17,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p18,,,,upps01,phenx_upps_p_18,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_18' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_18,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p19,,,,upps01,upps_p32,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p32' to avoid a naming conflict. ,upps_p32,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p20,,,,upps01,phenx_upps_p_20,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_20' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_20,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p21,,,,upps01,phenx_upps_p_21,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_21' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_21,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p22,,,,upps01,upps_p37,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p37' to avoid a naming conflict. ,upps_p37,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p23,,,,upps01,upps_p38,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p38' to avoid a naming conflict. ,upps_p38,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p24,,,,upps01,upps_p42,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p42' to avoid a naming conflict. ,upps_p42,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p25,,,,upps01,upps_p43,,,,,upps_parentaboutchild.upps01,upps01_template.csv,Please rename this column 'upps_p43' to avoid a naming conflict. ,upps_p43,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p26,,,,upps01,phenx_upps_p_26,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_26' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_26,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p27,,,,upps01,phenx_upps_p_27,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_27' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_27,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p28,,,,upps01,phenx_upps_p_28,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_28' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_28,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p29,,,,upps01,phenx_upps_p_29,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_29' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_29,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p30,,,,upps01,phenx_upps_p_30,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_30' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_30,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p31,,,,upps01,phenx_upps_p_31,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_31' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_31,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p32,,,,upps01,phenx_upps_p_32,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_32' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_32,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p33,,,,upps01,phenx_upps_p_33,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_33' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_33,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p34,,,,upps01,phenx_upps_p_34,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_34' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_34,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p35,,,,upps01,phenx_upps_p_35,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_35' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_35,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p36,,,,upps01,phenx_upps_p_36,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_36' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_36,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p37,,,,upps01,phenx_upps_p_37,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_37' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_37,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p38,,,,upps01,phenx_upps_p_38,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_38' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_38,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p39,,,,upps01,phenx_upps_p_39,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_39' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_39,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,upps_parentaboutchild,upps_p40,,,,upps01,phenx_upps_p_40,,,,,upps_parentaboutchild.upps01,upps01_template.csv,"Please rename this column 'phenx_upps_p_40' to avoid a naming conflict. Also, please reverse code this column.",phenx_upps_p_40,,,,upps_parentaboutchild,False,True,False
HCPD,REDCap,,MedHx,child_id,,,,medh01,src_subject_id,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_1a,,,,medh01,medhis_1a,,,,,MedHx.medh01,MedHx.medh01_template.csv,"Please keep data for these columns in their own rows, with 'version_form' labeling them ""Past Year"".",,,,,ParentReport_HCPD_MedHx,False,True,False
HCPD,REDCap,,MedHx,medhx_1a_other,,,,medh01,medhis_1a_other,,,,,MedHx.medh01,MedHx.medh01_template.csv,"Please keep data for these columns in their own rows, with 'version_form' labeling them ""Past Year"".",,,,,ParentReport_HCPD_MedHx,False,True,False
HCPD,REDCap,,MedHx,medhx_2a,,,,medh01,wk_asthma,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2b,,,,medh01,wk_allergies,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2c,,,,medh01,seq1c_2,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2d,,,,medh01,medhis_2d,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2e,,,,medh01,medhis_2e,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2f,,,,medh01,cfmh_chd_cerpalsy,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2g,,,,medh01,baseline_k_005,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2h,,,,medh01,cfmh_chd_seizure,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2i,,,,medh01,w1_m_cu_hrng,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2j,,,,medh01,strconkidney,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2k,,,,medh01,medhis_2k,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2l,,,,medh01,ex_vd2_dev_muscular_dystrophy,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2m,,,,medh01,ms,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2n,,,,medh01,medhis_2n,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2o,,,,medh01,q17_b14,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2p,,,,medh01,medhis_2p,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2q,,,,medh01,medhis_2q,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
HCPD,REDCap,,MedHx,medhx_2r,,,,medh01,medhis_2r,,,,,MedHx.medh01,MedHx.medh01_template.csv,,,,,,,False,True,False
